week,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,Category,Language,show_title_key
2021-08-29,8,CoComelon,S3,11030000,3,TV,English,cocomelon
2021-08-29,9,All American,S3,10480000,5,TV,English,all american
2021-08-29,10,Hit & Run,S1,10090000,4,TV,English,hit & run
2021-08-29,1,The Snitch Cartel: Origins,S1,15480000,5,TV,Non-English,the snitch cartel: origins
2021-08-29,2,"Newly Rich, Newly Poor",S1,12120000,9,TV,Non-English,"newly rich, newly poor"
2021-08-29,3,AlRawabi School for Girls,S1,11500000,3,TV,Non-English,alrawabi school for girls
2021-08-29,4,Hospital Playlist,S2,10980000,5,TV,Non-English,hospital playlist
2021-08-29,5,Carrossel,S1,9750000,8,TV,Non-English,carrossel
2021-08-29,6,Valeria,S2,9020000,3,TV,Non-English,valeria
2021-08-29,7,D.P.,S1,8430000,1,TV,Non-English,d.p.
2021-08-29,8,Open Your Eyes,S1,8220000,1,TV,Non-English,open your eyes
2021-08-29,9,The Cook of Castamar,S1,7550000,8,TV,Non-English,the cook of castamar
2021-08-29,10,"Yo soy Betty, la fea",S1,7340000,1,TV,Non-English,"yo soy betty, la fea"
2021-08-22,1,Sweet Girl,S0,57160000,1,Movie,English,sweet girl
2021-08-22,2,The Kissing Booth 3,S0,26170000,2,Movie,English,the kissing booth 3
2021-08-22,3,Beckett,S0,23870000,2,Movie,English,beckett
2021-08-22,4,Vivo,S0,21960000,3,Movie,English,vivo
2021-08-22,5,The Loud House Movie,S0,13860000,1,Movie,English,the loud house movie
2021-08-22,6,The Secret Life of Pets,S0,10110000,1,Movie,English,the secret life of pets
2021-08-22,7,Hotel Transylvania 3: Summer Vacation,S0,8550000,3,Movie,English,hotel transylvania 3: summer vacation
2021-08-22,8,The Girl Next Door,S0,6900000,1,Movie,English,the girl next door
2021-08-22,9,Alvin and the Chipmunks: Chipwrecked,S0,6870000,1,Movie,English,alvin and the chipmunks: chipwrecked
2021-08-22,10,Resort to Love,S0,6320000,4,Movie,English,resort to love
2021-08-22,1,Black Island,S0,17330000,1,Movie,Non-English,black island
2021-08-22,2,The Secret Diary of an Exchange Student,S0,7910000,1,Movie,Non-English,the secret diary of an exchange student
2021-08-22,3,Out of my league,S0,7120000,1,Movie,Non-English,out of my league
2021-08-22,4,Blood Red Sky,S0,4520000,5,Movie,Non-English,blood red sky
2021-08-22,5,Rurouni Kenshin: The Beginning,S0,3630000,4,Movie,Non-English,rurouni kenshin: the beginning
2021-08-22,6,The Last Mercenary,S0,3340000,4,Movie,Non-English,the last mercenary
2021-08-22,7,Sputnik,S0,3290000,1,Movie,Non-English,sputnik
2021-08-22,8,El infierno,S0,2650000,3,Movie,Non-English,el infierno
2021-08-22,9,Mimi,S0,2340000,4,Movie,Non-English,mimi
2021-08-22,10,Shiny_Flakes: The Teenage Drug Lord,S0,2250000,3,Movie,Non-English,shiny_flakes: the teenage drug lord
2021-08-22,1,Outer Banks,S2,31800000,4,TV,English,outer banks
2021-08-22,2,Hit & Run,S1,20660000,3,TV,English,hit & run
2021-08-22,3,Outer Banks,S1,20300000,4,TV,English,outer banks
2021-08-22,4,All American,S3,14990000,4,TV,English,all american
2021-08-22,5,For Life,S1,14540000,2,TV,English,for life
2021-08-22,6,Bake Squad,S1,13220000,1,TV,English,bake squad
2021-08-22,7,Gabby's Dollhouse,S2,12180000,2,TV,English,gabby's dollhouse
2021-08-22,8,Brand New Cherry Flavor,S1,11140000,1,TV,English,brand new cherry flavor
2021-08-22,9,CoComelon,S3,10990000,2,TV,English,cocomelon
2021-08-22,10,The Good Doctor,S1,10430000,6,TV,English,the good doctor
2021-08-22,1,The Snitch Cartel: Origins,S1,19260000,4,TV,Non-English,the snitch cartel: origins
2021-08-22,2,AlRawabi School for Girls,S1,18070000,2,TV,Non-English,alrawabi school for girls
2021-08-22,3,Valeria,S2,15640000,2,TV,Non-English,valeria
2021-08-22,4,Gone for Good,S1,14920000,2,TV,Non-English,gone for good
2021-08-22,5,"Newly Rich, Newly Poor",S1,12080000,8,TV,Non-English,"newly rich, newly poor"
2021-08-22,6,Hospital Playlist,S2,10340000,4,TV,Non-English,hospital playlist
2021-08-22,7,Carrossel,S1,9860000,7,TV,Non-English,carrossel
2021-08-22,8,"Nevertheless,",S1,9030000,5,TV,Non-English,"nevertheless,"
2021-08-22,9,The Cook of Castamar,S1,8820000,7,TV,Non-English,the cook of castamar
2021-08-22,10,Control Z,S2,8250000,3,TV,Non-English,control z
2021-08-15,1,The Kissing Booth 3,S0,90860000,1,Movie,English,the kissing booth 3
2021-08-15,2,Vivo,S0,37050000,2,Movie,English,vivo
2021-08-15,3,Beckett,S0,23580000,1,Movie,English,beckett
2021-08-15,4,Hotel Transylvania 3: Summer Vacation,S0,21460000,2,Movie,English,hotel transylvania 3: summer vacation
2021-08-15,5,Aftermath,S0,15870000,2,Movie,English,aftermath
2021-08-15,6,Resort to Love,S0,9860000,3,Movie,English,resort to love
2021-08-15,7,The Kissing Booth,S0,8590000,1,Movie,English,the kissing booth
2021-08-15,8,The Kissing Booth 2,S0,8370000,1,Movie,English,the kissing booth 2
2021-08-15,9,Dead Man Down,S0,7580000,2,Movie,English,dead man down
2021-08-15,10,Untold: Malice at the Palace,S0,6450000,1,Movie,English,untold: malice at the palace
2021-08-15,1,The Swarm,S0,11470000,2,Movie,Non-English,the swarm
2021-08-15,2,The Last Mercenary,S0,7570000,3,Movie,Non-English,the last mercenary
2021-08-15,3,Rurouni Kenshin: The Beginning,S0,6550000,3,Movie,Non-English,rurouni kenshin: the beginning
2021-08-15,4,Blood Red Sky,S0,6470000,4,Movie,Non-English,blood red sky
2021-08-15,5,El infierno,S0,4890000,2,Movie,Non-English,el infierno
2021-08-15,6,Mimi,S0,3630000,3,Movie,Non-English,mimi
2021-08-15,7,Shiny_Flakes: The Teenage Drug Lord,S0,3440000,2,Movie,Non-English,shiny_flakes: the teenage drug lord
2021-08-15,8,Rurouni Kenshin: The Final,S0,2820000,3,Movie,Non-English,rurouni kenshin: the final
2021-08-15,9,Navarasa,S0,2800000,2,Movie,Non-English,navarasa
2021-08-15,10,Kingdom: Ashin of the North,S0,2190000,4,Movie,Non-English,kingdom: ashin of the north
2021-08-15,1,Outer Banks,S2,51600000,3,TV,English,outer banks
2021-08-15,2,Hit & Run,S1,45190000,2,TV,English,hit & run
2021-08-15,3,Outer Banks,S1,30390000,3,TV,English,outer banks
2021-08-15,4,All American,S3,20870000,3,TV,English,all american
2021-08-15,5,Cocaine Cowboys: The Kings of Miami,S1,13870000,2,TV,English,cocaine cowboys: the kings of miami
2021-08-15,6,For Life,S1,13790000,1,TV,English,for life
2021-08-15,7,Virgin River,S3,13220000,6,TV,English,virgin river
2021-08-15,8,Gabby's Dollhouse,S2,13170000,1,TV,English,gabby's dollhouse
2021-08-15,9,Sex/Life,S1,12190000,7,TV,English,sex/life
2021-08-15,10,The Good Doctor,S1,11810000,5,TV,English,the good doctor
2021-08-15,1,The Snitch Cartel: Origins,S1,23840000,3,TV,Non-English,the snitch cartel: origins
2021-08-15,2,Control Z,S2,16400000,2,TV,Non-English,control z
2021-08-15,3,SHAMAN KING,S1,12970000,1,TV,Non-English,shaman king
2021-08-15,4,"Newly Rich, Newly Poor",S1,12750000,7,TV,Non-English,"newly rich, newly poor"
2021-08-15,5,The Cook of Castamar,S1,11950000,6,TV,Non-English,the cook of castamar
2021-08-15,6,AlRawabi School for Girls,S1,11620000,1,TV,Non-English,alrawabi school for girls
2021-08-15,7,Carrossel,S1,10640000,6,TV,Non-English,carrossel
2021-08-15,8,Gone for Good,S1,9750000,1,TV,Non-English,gone for good
2021-08-15,9,Valeria,S2,9600000,1,TV,Non-English,valeria
2021-08-15,10,Hospital Playlist,S2,9500000,3,TV,Non-English,hospital playlist
2021-08-08,1,Aftermath,S0,24200000,1,Movie,English,aftermath
2021-08-08,2,Resort to Love,S0,23480000,2,Movie,English,resort to love
2021-08-08,3,Vivo,S0,21940000,1,Movie,English,vivo
2021-08-08,4,The Vault,S0,10870000,1,Movie,English,the vault
2021-08-08,5,The Losers,S0,8040000,1,Movie,English,the losers
2021-08-08,6,The Last Letter From Your Lover,S0,6850000,3,Movie,English,the last letter from your lover
2021-08-08,7,Hotel Transylvania 3: Summer Vacation,S0,6250000,1,Movie,English,hotel transylvania 3: summer vacation
2021-08-08,8,Dead Man Down,S0,5840000,1,Movie,English,dead man down
2021-08-08,9,Wish Dragon,S0,5150000,5,Movie,English,wish dragon
2021-08-08,10,World Trade Center,S0,5050000,1,Movie,English,world trade center
2021-08-08,1,The Last Mercenary,S0,23890000,2,Movie,Non-English,the last mercenary
2021-08-08,2,Rurouni Kenshin: The Beginning,S0,15080000,2,Movie,Non-English,rurouni kenshin: the beginning
2021-08-08,3,Blood Red Sky,S0,13300000,3,Movie,Non-English,blood red sky
2021-08-08,4,The Swarm,S0,11380000,1,Movie,Non-English,the swarm
2021-08-08,5,Mimi,S0,5140000,2,Movie,Non-English,mimi
2021-08-08,6,Bartkowiak,S0,4570000,2,Movie,Non-English,bartkowiak
2021-08-08,7,El infierno,S0,4420000,1,Movie,Non-English,el infierno
2021-08-08,8,Navarasa,S0,3520000,1,Movie,Non-English,navarasa
2021-08-08,9,Kingdom: Ashin of the North,S0,3450000,3,Movie,Non-English,kingdom: ashin of the north
2021-08-08,10,Shiny_Flakes: The Teenage Drug Lord,S0,3340000,1,Movie,Non-English,shiny_flakes: the teenage drug lord
2021-08-08,1,Outer Banks,S2,105330000,2,TV,English,outer banks
2021-08-08,2,Outer Banks,S1,45080000,2,TV,English,outer banks
2021-08-08,3,All American,S3,33020000,2,TV,English,all american
2021-08-08,4,Hit & Run,S1,23570000,1,TV,English,hit & run
2021-08-08,5,Cocaine Cowboys: The Kings of Miami,S1,18890000,1,TV,English,cocaine cowboys: the kings of miami
2021-08-08,6,Virgin River,S3,18840000,5,TV,English,virgin river
2021-08-08,7,Top Secret UFO Projects: Declassified,S1,17040000,1,TV,English,top secret ufo projects: declassified
2021-08-08,8,Sex/Life,S1,15500000,6,TV,English,sex/life
2021-08-08,9,The Good Doctor,S1,14090000,4,TV,English,the good doctor
2021-08-08,10,Car Masters: Rust to Riches,S3,13930000,1,TV,English,car masters: rust to riches
2021-08-08,1,The Snitch Cartel: Origins,S1,26880000,2,TV,Non-English,the snitch cartel: origins
2021-08-08,2,Control Z,S2,25430000,1,TV,Non-English,control z
2021-08-08,3,The Cook of Castamar,S1,15800000,5,TV,Non-English,the cook of castamar
2021-08-08,4,"Newly Rich, Newly Poor",S1,14510000,6,TV,Non-English,"newly rich, newly poor"
2021-08-08,5,Carrossel,S1,11280000,5,TV,Non-English,carrossel
2021-08-08,6,Hunter X Hunter (2011),S2011,9890000,1,TV,Non-English,hunter x hunter (2011)
2021-08-08,7,Control Z,S1,8580000,1,TV,Non-English,control z
2021-08-08,8,How to Sell Drugs Online (Fast),S3,8580000,2,TV,Non-English,how to sell drugs online (fast)
2021-08-08,9,"Nevertheless,",S1,7960000,4,TV,Non-English,"nevertheless,"
2021-08-08,10,Too Hot to Handle: Brazil,S1,7470000,3,TV,Non-English,too hot to handle: brazil
2021-08-01,1,Resort to Love,S0,28050000,1,Movie,English,resort to love
2021-08-01,2,The Last Letter From Your Lover,S0,18890000,2,Movie,English,the last letter from your lover
2021-08-01,3,Trollhunters: Rise of the Titans,S0,8960000,2,Movie,English,trollhunters: rise of the titans
2021-08-01,4,Fear Street Part 1: 1994,S0,6570000,5,Movie,English,fear street part 1: 1994
2021-08-01,5,Wish Dragon,S0,6290000,4,Movie,English,wish dragon
2021-08-01,6,Fear Street Part 3: 1666,S0,6190000,3,Movie,English,fear street part 3: 1666
2021-08-01,7,Twilight,S0,5840000,3,Movie,English,twilight
2021-08-01,8,Fear Street Part 2: 1978,S0,5840000,4,Movie,English,fear street part 2: 1978
2021-08-01,9,The Twilight Saga: Breaking Dawn: Part 2,S0,5200000,2,Movie,English,the twilight saga: breaking dawn: part 2
2021-08-01,10,The Twilight Saga: New Moon,S0,5030000,2,Movie,English,the twilight saga: new moon
2021-08-01,1,Blood Red Sky,S0,52370000,2,Movie,Non-English,blood red sky
2021-08-01,2,The Last Mercenary,S0,16120000,1,Movie,Non-English,the last mercenary
2021-08-01,3,Kingdom: Ashin of the North,S0,15120000,2,Movie,Non-English,kingdom: ashin of the north
2021-08-01,4,Mimi,S0,9210000,1,Movie,Non-English,mimi
2021-08-01,5,Bartkowiak,S0,9210000,1,Movie,Non-English,bartkowiak
2021-08-01,6,Rurouni Kenshin: The Beginning,S0,8610000,1,Movie,Non-English,rurouni kenshin: the beginning
2021-08-01,7,Chernobyl 1986,S0,5570000,2,Movie,Non-English,chernobyl 1986
2021-08-01,8,A Perfect Fit,S0,3130000,3,Movie,Non-English,a perfect fit
2021-08-01,9,Major Grom: Plague Doctor,S0,2770000,4,Movie,Non-English,major grom: plague doctor
2021-08-01,10,Words Bubble Up Like Soda Pop,S0,2180000,1,Movie,Non-English,words bubble up like soda pop
2021-08-01,1,Outer Banks,S2,100160000,1,TV,English,outer banks
2021-08-01,2,All American,S3,43970000,1,TV,English,all american
2021-08-01,3,Virgin River,S3,28320000,4,TV,English,virgin river
2021-08-01,4,Outer Banks,S1,26240000,1,TV,English,outer banks
2021-08-01,5,Never Have I Ever,S2,23570000,3,TV,English,never have i ever
2021-08-01,6,Sex/Life,S1,21620000,5,TV,English,sex/life
2021-08-01,7,Love Is Blind,S1,19370000,1,TV,English,love is blind
2021-08-01,8,The Good Doctor,S1,18510000,3,TV,English,the good doctor
2021-08-01,9,The Walking Dead,S10,15050000,1,TV,English,the walking dead
2021-08-01,10,The Good Doctor,S2,13240000,1,TV,English,the good doctor
2021-08-01,1,The Cook of Castamar,S1,24170000,4,TV,Non-English,the cook of castamar
2021-08-01,2,"Newly Rich, Newly Poor",S1,16700000,5,TV,Non-English,"newly rich, newly poor"
2021-08-01,3,How to Sell Drugs Online (Fast),S3,16470000,1,TV,Non-English,how to sell drugs online (fast)
2021-08-01,4,Sky Rojo,S2,15660000,2,TV,Non-English,sky rojo
2021-08-01,5,The Snitch Cartel: Origins,S1,15150000,1,TV,Non-English,the snitch cartel: origins
2021-08-01,6,Too Hot to Handle: Brazil,S1,14230000,2,TV,Non-English,too hot to handle: brazil
2021-08-01,7,Carrossel,S1,12730000,4,TV,Non-English,carrossel
2021-08-01,8,"Nevertheless,",S1,7710000,3,TV,Non-English,"nevertheless,"
2021-08-01,9,Chiquititas,S1,7020000,1,TV,Non-English,chiquititas
2021-08-01,10,Elite,S4,6920000,5,TV,Non-English,elite
2021-07-25,1,Trollhunters: Rise of the Titans,S0,16130000,1,Movie,English,trollhunters: rise of the titans
2021-07-25,2,The Last Letter From Your Lover,S0,13140000,1,Movie,English,the last letter from your lover
2021-07-25,3,Twilight,S0,12550000,2,Movie,English,twilight
2021-07-25,4,Fear Street Part 3: 1666,S0,12350000,2,Movie,English,fear street part 3: 1666
2021-07-25,5,The Twilight Saga: New Moon,S0,10320000,1,Movie,English,the twilight saga: new moon
2021-07-25,6,Fear Street Part 1: 1994,S0,9240000,4,Movie,English,fear street part 1: 1994
2021-07-25,7,The Twilight Saga: Breaking Dawn: Part 2,S0,9240000,1,Movie,English,the twilight saga: breaking dawn: part 2
2021-07-25,8,The Twilight Saga: Eclipse,S0,9220000,1,Movie,English,the twilight saga: eclipse
2021-07-25,9,Fear Street Part 2: 1978,S0,9100000,3,Movie,English,fear street part 2: 1978
2021-07-25,10,The Twilight Saga: Breaking Dawn: Part 1,S0,8250000,1,Movie,English,the twilight saga: breaking dawn: part 1
2021-07-25,1,Blood Red Sky,S0,35930000,1,Movie,Non-English,blood red sky
2021-07-25,2,Kingdom: Ashin of the North,S0,16380000,1,Movie,Non-English,kingdom: ashin of the north
2021-07-25,3,Chernobyl 1986,S0,8250000,1,Movie,Non-English,chernobyl 1986
2021-07-25,4,A Perfect Fit,S0,8000000,2,Movie,Non-English,a perfect fit
2021-07-25,5,Major Grom: Plague Doctor,S0,7190000,3,Movie,Non-English,major grom: plague doctor
2021-07-25,6,The Guide to the Perfect Family,S0,4580000,2,Movie,Non-English,the guide to the perfect family
2021-07-25,7,A Classic Horror Story,S0,4060000,2,Movie,Non-English,a classic horror story
2021-07-25,8,Deep,S0,3200000,1,Movie,Non-English,deep
2021-07-25,9,Tô Ryca,S0,2930000,2,Movie,Non-English,tô ryca
2021-07-25,10,Haseen Dillruba,S0,2620000,4,Movie,Non-English,haseen dillruba
2021-07-25,1,Never Have I Ever,S2,50190000,2,TV,English,never have i ever
2021-07-25,2,Virgin River,S3,44890000,3,TV,English,virgin river
2021-07-25,3,Sex/Life,S1,31200000,4,TV,English,sex/life
2021-07-25,4,The Good Doctor,S1,25520000,2,TV,English,the good doctor
2021-07-25,5,Never Have I Ever,S1,17400000,1,TV,English,never have i ever
2021-07-25,6,Manifest,S1,16220000,4,TV,English,manifest
2021-07-25,7,Atypical,S4,15920000,3,TV,English,atypical
2021-07-25,8,Heist,S1,15390000,2,TV,English,heist
2021-07-25,9,Virgin River,S1,14360000,3,TV,English,virgin river
2021-07-25,10,Virgin River,S2,13770000,2,TV,English,virgin river
2021-07-25,1,The Cook of Castamar,S1,36650000,3,TV,Non-English,the cook of castamar
2021-07-25,2,"Newly Rich, Newly Poor",S1,19070000,4,TV,Non-English,"newly rich, newly poor"
2021-07-25,3,Sky Rojo,S2,12980000,1,TV,Non-English,sky rojo
2021-07-25,4,Carrossel,S1,12150000,3,TV,Non-English,carrossel
2021-07-25,5,The War Next-door,S1,9730000,3,TV,Non-English,the war next-door
2021-07-25,6,Too Hot to Handle: Brazil,S1,9450000,1,TV,Non-English,too hot to handle: brazil
2021-07-25,7,Elite,S4,9410000,4,TV,Non-English,elite
2021-07-25,8,Hospital Playlist,S2,8070000,2,TV,Non-English,hospital playlist
2021-07-25,9,"Nevertheless,",S1,7880000,2,TV,Non-English,"nevertheless,"
2021-07-25,10,Lupin,S2,6840000,4,TV,Non-English,lupin
2021-07-18,1,Fear Street Part 3: 1666,S0,20080000,1,Movie,English,fear street part 3: 1666
2021-07-18,2,Fear Street Part 2: 1978,S0,16820000,2,Movie,English,fear street part 2: 1978
2021-07-18,3,Fear Street Part 1: 1994,S0,14370000,3,Movie,English,fear street part 1: 1994
2021-07-18,4,Gunpowder Milkshake,S0,11770000,1,Movie,English,gunpowder milkshake
2021-07-18,5,The Water Man,S0,11630000,1,Movie,English,the water man
2021-07-18,6,This Little Love of Mine,S0,8810000,2,Movie,English,this little love of mine
2021-07-18,7,Wish Dragon,S0,8550000,3,Movie,English,wish dragon
2021-07-18,8,Fatherhood,S0,7790000,3,Movie,English,fatherhood
2021-07-18,9,Twilight,S0,7640000,1,Movie,English,twilight
2021-07-18,10,Rust Creek,S0,6560000,1,Movie,English,rust creek
2021-07-18,1,Major Grom: Plague Doctor,S0,21050000,2,Movie,Non-English,major grom: plague doctor
2021-07-18,2,How I Became a Superhero,S0,9860000,2,Movie,Non-English,how i became a superhero
2021-07-18,3,A Classic Horror Story,S0,9090000,1,Movie,Non-English,a classic horror story
2021-07-18,4,The Guide to the Perfect Family,S0,5130000,1,Movie,Non-English,the guide to the perfect family
2021-07-18,5,Haseen Dillruba,S0,4430000,3,Movie,Non-English,haseen dillruba
2021-07-18,6,A Perfect Fit,S0,3170000,1,Movie,Non-English,a perfect fit
2021-07-18,7,Last Summer,S0,2420000,2,Movie,Non-English,last summer
2021-07-18,8,Tô Ryca,S0,2210000,1,Movie,Non-English,tô ryca
2021-07-18,9,The 8th Night,S0,1860000,3,Movie,Non-English,the 8th night
2021-07-18,10,Silver Skates,S0,1780000,3,Movie,Non-English,silver skates
2021-07-18,1,Virgin River,S3,87270000,2,TV,English,virgin river
2021-07-18,2,Never Have I Ever,S2,58380000,1,TV,English,never have i ever
2021-07-18,3,Sex/Life,S1,45000000,3,TV,English,sex/life
2021-07-18,4,Atypical,S4,29680000,2,TV,English,atypical
2021-07-18,5,Manifest,S1,21350000,3,TV,English,manifest
2021-07-18,6,Virgin River,S1,20080000,2,TV,English,virgin river
2021-07-18,7,The Good Doctor,S1,18980000,1,TV,English,the good doctor
2021-07-18,8,Heist,S1,18710000,1,TV,English,heist
2021-07-18,9,Virgin River,S2,17000000,1,TV,English,virgin river
2021-07-18,10,Too Hot to Handle,S2,16110000,3,TV,English,too hot to handle
2021-07-18,1,The Cook of Castamar,S1,51570000,2,TV,Non-English,the cook of castamar
2021-07-18,2,"Newly Rich, Newly Poor",S1,21450000,3,TV,Non-English,"newly rich, newly poor"
2021-07-18,3,The War Next-door,S1,14360000,2,TV,Non-English,the war next-door
2021-07-18,4,Elite,S4,14240000,3,TV,Non-English,elite
2021-07-18,5,Elize Matsunaga: Once Upon a Crime,S1,12510000,2,TV,Non-English,elize matsunaga: once upon a crime
2021-07-18,6,Carrossel,S1,11620000,2,TV,Non-English,carrossel
2021-07-18,7,Lupin,S2,9280000,3,TV,Non-English,lupin
2021-07-18,8,Hospital Playlist,S2,8530000,1,TV,Non-English,hospital playlist
2021-07-18,9,"Nevertheless,",S1,8130000,1,TV,Non-English,"nevertheless,"
2021-07-18,10,Biohackers,S2,7500000,1,TV,Non-English,biohackers
2021-07-11,1,Fear Street Part 1: 1994,S0,19550000,2,Movie,English,fear street part 1: 1994
2021-07-11,2,Fear Street Part 2: 1978,S0,16060000,1,Movie,English,fear street part 2: 1978
2021-07-11,3,Fatherhood,S0,12830000,2,Movie,English,fatherhood
2021-07-11,4,Warcraft,S0,10990000,2,Movie,English,warcraft
2021-07-11,5,Wish Dragon,S0,10590000,2,Movie,English,wish dragon
2021-07-11,6,This Little Love of Mine,S0,9390000,1,Movie,English,this little love of mine
2021-07-11,7,Mother's Day,S0,9200000,1,Movie,English,mother's day
2021-07-11,8,How to Train Your Dragon: The Hidden World,S0,9030000,1,Movie,English,how to train your dragon: the hidden world
2021-07-11,9,Kung Fu Panda 3,S0,8870000,2,Movie,English,kung fu panda 3
2021-07-11,10,The Huntsman: Winter's War,S0,7460000,1,Movie,English,the huntsman: winter's war
2021-07-11,1,Major Grom: Plague Doctor,S0,26150000,1,Movie,Non-English,major grom: plague doctor
2021-07-11,2,Haseen Dillruba,S0,10210000,2,Movie,Non-English,haseen dillruba
2021-07-11,3,How I Became a Superhero,S0,8820000,1,Movie,Non-English,how i became a superhero
2021-07-11,4,The 8th Night,S0,5960000,2,Movie,Non-English,the 8th night
2021-07-11,5,Silver Skates,S0,3110000,2,Movie,Non-English,silver skates
2021-07-11,6,Rurouni Kenshin: The Final,S0,2570000,2,Movie,Non-English,rurouni kenshin: the final
2021-07-11,7,Dynasty Warriors,S0,2420000,2,Movie,Non-English,dynasty warriors
2021-07-11,8,Xtreme,S0,1710000,2,Movie,Non-English,xtreme
2021-07-11,9,O Candidato Honesto,S0,1280000,1,Movie,Non-English,o candidato honesto
2021-07-11,10,Last Summer,S0,1270000,1,Movie,Non-English,last summer
2021-07-11,1,Sex/Life,S1,69860000,2,TV,English,sex/life
2021-07-11,2,Virgin River,S3,62580000,1,TV,English,virgin river
2021-07-11,3,Too Hot to Handle,S2,33420000,2,TV,English,too hot to handle
2021-07-11,4,Manifest,S1,31940000,2,TV,English,manifest
2021-07-11,5,Pokémon Journeys: The Series,S1,21870000,2,TV,English,pokémon journeys: the series
2021-07-11,6,Atypical,S4,20620000,1,TV,English,atypical
2021-07-11,7,Manifest,S2,20070000,2,TV,English,manifest
2021-07-11,8,Virgin River,S1,13590000,1,TV,English,virgin river
2021-07-11,9,Lucifer,S5,13440000,2,TV,English,lucifer
2021-07-11,10,Sweet Tooth,S1,13100000,2,TV,English,sweet tooth
2021-07-11,1,"Newly Rich, Newly Poor",S1,24990000,2,TV,Non-English,"newly rich, newly poor"
2021-07-11,2,Elite,S4,21780000,2,TV,Non-English,elite
2021-07-11,3,The Cook of Castamar,S1,16960000,1,TV,Non-English,the cook of castamar
2021-07-11,4,The War Next-door,S1,13970000,1,TV,Non-English,the war next-door
2021-07-11,5,Lupin,S2,13150000,2,TV,Non-English,lupin
2021-07-11,6,Elize Matsunaga: Once Upon a Crime,S1,11700000,1,TV,Non-English,elize matsunaga: once upon a crime
2021-07-11,7,The Seven Deadly Sins,S1,10110000,2,TV,Non-English,the seven deadly sins
2021-07-11,8,Young Royals,S1,9820000,1,TV,Non-English,young royals
2021-07-11,9,Carrossel,S1,9790000,1,TV,Non-English,carrossel
2021-07-11,10,Somos.,S1,9420000,2,TV,Non-English,somos.
2021-07-04,1,Fatherhood,S0,25680000,1,Movie,English,fatherhood
2021-07-04,2,Fear Street Part 1: 1994,S0,16620000,1,Movie,English,fear street part 1: 1994
2021-07-04,3,Wish Dragon,S0,15260000,1,Movie,English,wish dragon
2021-07-04,4,The Ice Road,S0,13690000,1,Movie,English,the ice road
2021-07-04,5,Good on Paper,S0,10580000,1,Movie,English,good on paper
2021-07-04,6,Kung Fu Panda 3,S0,7690000,1,Movie,English,kung fu panda 3
2021-07-04,7,Warcraft,S0,7650000,1,Movie,English,warcraft
2021-07-04,8,Fatale,S0,6460000,1,Movie,English,fatale
2021-07-04,9,Skylines,S0,6130000,1,Movie,English,skylines
2021-07-04,10,The Mitchells vs. The Machines,S0,4890000,1,Movie,English,the mitchells vs. the machines
2021-07-04,1,Silver Skates,S0,7390000,1,Movie,Non-English,silver skates
2021-07-04,2,Haseen Dillruba,S0,7370000,1,Movie,Non-English,haseen dillruba
2021-07-04,3,Rurouni Kenshin: The Final,S0,5340000,1,Movie,Non-English,rurouni kenshin: the final
2021-07-04,4,The 8th Night,S0,4480000,1,Movie,Non-English,the 8th night
2021-07-04,5,Dynasty Warriors,S0,4100000,1,Movie,Non-English,dynasty warriors
2021-07-04,6,Security,S0,2950000,1,Movie,Non-English,security
2021-07-04,7,Murder by the Coast,S0,2690000,1,Movie,Non-English,murder by the coast
2021-07-04,8,Xtreme,S0,2650000,1,Movie,Non-English,xtreme
2021-07-04,9,Rurouni Kenshin: Origins,S0,2150000,1,Movie,Non-English,rurouni kenshin: origins
2021-07-04,10,Prime Time,S0,2080000,1,Movie,Non-English,prime time
2021-07-04,1,Sex/Life,S1,86730000,1,TV,English,sex/life
2021-07-04,2,Too Hot to Handle,S2,62150000,1,TV,English,too hot to handle
2021-07-04,3,Manifest,S1,36330000,1,TV,English,manifest
2021-07-04,4,Sweet Tooth,S1,21350000,1,TV,English,sweet tooth
2021-07-04,5,Manifest,S2,21330000,1,TV,English,manifest
2021-07-04,6,Lucifer,S5,16890000,1,TV,English,lucifer
2021-07-04,7,Pokémon Journeys: The Series,S1,15350000,1,TV,English,pokémon journeys: the series
2021-07-04,8,Sophie: A Murder in West Cork,S1,12800000,1,TV,English,sophie: a murder in west cork
2021-07-04,9,CoComelon,S3,11430000,1,TV,English,cocomelon
2021-07-04,10,Lucifer,S3,9550000,1,TV,English,lucifer
2021-07-04,1,Elite,S4,38720000,1,TV,Non-English,elite
2021-07-04,2,The Seven Deadly Sins,S1,33240000,1,TV,Non-English,the seven deadly sins
2021-07-04,3,"Newly Rich, Newly Poor",S1,28270000,1,TV,Non-English,"newly rich, newly poor"
2021-07-04,4,Lupin,S2,20970000,1,TV,Non-English,lupin
2021-07-04,5,Somos.,S1,11510000,1,TV,Non-English,somos.
2021-07-04,6,Elite,S1,10530000,1,TV,Non-English,elite
2021-07-04,7,Elite,S3,10200000,1,TV,Non-English,elite
2021-07-04,8,Elite,S2,10140000,1,TV,Non-English,elite
2021-07-04,9,Katla,S1,9190000,1,TV,Non-English,katla
2021-07-04,10,Record of Ragnarok,S1,9140000,1,TV,Non-English,record of ragnarok
