week,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,Category,Language,show_title_key
2022-06-26,5,Peaky Blinders,S6,30350000,3,TV,English,peaky blinders
2022-06-26,6,Stranger Things,S1,29210000,6,TV,English,stranger things
2022-06-26,7,The Umbrella Academy,S1,27230000,1,TV,English,the umbrella academy
2022-06-26,8,You Don't Know Me,S1,21910000,1,TV,English,you don't know me
2022-06-26,9,First Kill,S1,18550000,3,TV,English,first kill
2022-06-26,10,Man Vs Bee,S1,18210000,1,TV,English,man vs bee
2022-06-26,1,Money Heist: Korea - Joint Economic Area,S1,33740000,1,TV,Non-English,money heist: korea - joint economic area
2022-06-26,2,Intimacy,S1,16560000,3,TV,Non-English,intimacy
2022-06-26,3,"Yo soy Betty, la fea",S1,12570000,28,TV,Non-English,"yo soy betty, la fea"
2022-06-26,4,"Malverde, el santo patrón",S1,11590000,3,TV,Non-English,"malverde, el santo patrón"
2022-06-26,5,Café con aroma de mujer,S1,10820000,19,TV,Non-English,café con aroma de mujer
2022-06-26,6,The War Next-door,S2,10150000,2,TV,Non-English,the war next-door
2022-06-26,7,She,S2,9490000,1,TV,Non-English,she
2022-06-26,8,Our Blues,S1,9250000,9,TV,Non-English,our blues
2022-06-26,9,SPRIGGAN,S1,9120000,1,TV,Non-English,spriggan
2022-06-26,10,Maldivas,S1,8460000,2,TV,Non-English,maldivas
2022-06-19,1,Hustle,S0,57190000,2,Movie,English,hustle
2022-06-19,2,Spiderhead,S0,35400000,1,Movie,English,spiderhead
2022-06-19,3,Chickenhare and the Hamster of Darkness,S0,23750000,2,Movie,English,chickenhare and the hamster of darkness
2022-06-19,4,Halftime,S0,18880000,1,Movie,English,halftime
2022-06-19,5,Interceptor,S0,13110000,3,Movie,English,interceptor
2022-06-19,6,Collision,S0,12960000,1,Movie,English,collision
2022-06-19,7,Trees of Peace,S0,9380000,1,Movie,English,trees of peace
2022-06-19,8,Sonic the Hedgehog,S0,4570000,8,Movie,English,sonic the hedgehog
2022-06-19,9,A Perfect Pairing,S0,4440000,5,Movie,English,a perfect pairing
2022-06-19,10,Senior Year,S0,4200000,6,Movie,English,senior year
2022-06-19,1,The Wrath of God,S0,17230000,1,Movie,Non-English,the wrath of god
2022-06-19,2,Centauro,S0,13870000,1,Movie,Non-English,centauro
2022-06-19,3,Heart Parade,S0,12400000,1,Movie,Non-English,heart parade
2022-06-19,4,CBI 5: The Brain,S0,6090000,2,Movie,Non-English,cbi 5: the brain
2022-06-19,5,Bhool Bhulaiyaa 2,S0,4120000,1,Movie,Non-English,bhool bhulaiyaa 2
2022-06-19,6,Loca por el trabajo,S0,3970000,1,Movie,Non-English,loca por el trabajo
2022-06-19,7,RRR (Hindi),S0,3150000,5,Movie,Non-English,rrr (hindi)
2022-06-19,8,Don,S0,2740000,2,Movie,Non-English,don
2022-06-19,9,Ben & Jody,S0,1950000,1,Movie,Non-English,ben & jody
2022-06-19,10,Belzebuth,S0,1860000,2,Movie,Non-English,belzebuth
2022-06-19,1,Stranger Things,S4,102260000,4,TV,English,stranger things
2022-06-19,2,Peaky Blinders,S6,61360000,2,TV,English,peaky blinders
2022-06-19,3,First Kill,S1,48770000,2,TV,English,first kill
2022-06-19,4,Stranger Things,S3,38900000,4,TV,English,stranger things
2022-06-19,5,Stranger Things,S2,38660000,4,TV,English,stranger things
2022-06-19,6,Stranger Things,S1,35880000,5,TV,English,stranger things
2022-06-19,7,Keep Sweet: Pray and Obey,S1,27640000,2,TV,English,keep sweet: pray and obey
2022-06-19,8,God's Favorite Idiot,S1,22480000,1,TV,English,god's favorite idiot
2022-06-19,9,The Lincoln Lawyer,S1,17550000,6,TV,English,the lincoln lawyer
2022-06-19,10,Peaky Blinders,S1,16420000,1,TV,English,peaky blinders
2022-06-19,1,Intimacy,S1,30210000,2,TV,Non-English,intimacy
2022-06-19,2,Our Blues,S1,15000000,8,TV,Non-English,our blues
2022-06-19,3,"Malverde, el santo patrón",S1,12470000,2,TV,Non-English,"malverde, el santo patrón"
2022-06-19,4,"Yo soy Betty, la fea",S1,11480000,27,TV,Non-English,"yo soy betty, la fea"
2022-06-19,5,Maldivas,S1,11300000,1,TV,Non-English,maldivas
2022-06-19,6,Café con aroma de mujer,S1,9760000,18,TV,Non-English,café con aroma de mujer
2022-06-19,7,Wrong Side of the Tracks,S1,9680000,5,TV,Non-English,wrong side of the tracks
2022-06-19,8,The War Next-door,S2,7710000,1,TV,Non-English,the war next-door
2022-06-19,9,As the Crow Flies,S1,7640000,2,TV,Non-English,as the crow flies
2022-06-19,10,Squid Game,S1,7480000,20,TV,Non-English,squid game
2022-06-12,1,Hustle,S0,84580000,1,Movie,English,hustle
2022-06-12,2,Interceptor,S0,40700000,2,Movie,English,interceptor
2022-06-12,3,Chickenhare and the Hamster of Darkness,S0,9820000,1,Movie,English,chickenhare and the hamster of darkness
2022-06-12,4,The Amazing Spider-Man,S0,8440000,2,Movie,English,the amazing spider-man
2022-06-12,5,Senior Year,S0,7220000,5,Movie,English,senior year
2022-06-12,6,A Perfect Pairing,S0,7130000,4,Movie,English,a perfect pairing
2022-06-12,7,Mission: Impossible - Ghost Protocol,S0,6550000,1,Movie,English,mission: impossible - ghost protocol
2022-06-12,8,Rambo: Last Blood,S0,6530000,1,Movie,English,rambo: last blood
2022-06-12,9,Deep Impact,S0,6260000,1,Movie,English,deep impact
2022-06-12,10,Sonic the Hedgehog,S0,5510000,7,Movie,English,sonic the hedgehog
2022-06-12,1,RRR (Hindi),S0,5230000,4,Movie,Non-English,rrr (hindi)
2022-06-12,2,El paseo 6,S0,5000000,1,Movie,Non-English,el paseo 6
2022-06-12,3,Don,S0,3640000,1,Movie,Non-English,don
2022-06-12,4,Toscana,S0,2720000,4,Movie,Non-English,toscana
2022-06-12,5,The Takedown,S0,2230000,6,Movie,Non-English,the takedown
2022-06-12,6,Belzebuth,S0,2060000,1,Movie,Non-English,belzebuth
2022-06-12,7,F*ck Love Too,S0,2010000,4,Movie,Non-English,f*ck love too
2022-06-12,8,The Perfect Family,S0,1870000,5,Movie,Non-English,the perfect family
2022-06-12,9,Gladbeck: The Hostage Crisis,S0,1830000,1,Movie,Non-English,gladbeck: the hostage crisis
2022-06-12,10,CBI 5: The Brain,S0,1710000,1,Movie,Non-English,cbi 5: the brain
2022-06-12,1,Stranger Things,S4,159240000,3,TV,English,stranger things
2022-06-12,2,Stranger Things,S2,51420000,3,TV,English,stranger things
2022-06-12,3,Stranger Things,S1,50290000,4,TV,English,stranger things
2022-06-12,4,Stranger Things,S3,47600000,3,TV,English,stranger things
2022-06-12,5,Peaky Blinders,S6,45710000,1,TV,English,peaky blinders
2022-06-12,6,Keep Sweet: Pray and Obey,S1,31140000,1,TV,English,keep sweet: pray and obey
2022-06-12,7,First Kill,S1,30340000,1,TV,English,first kill
2022-06-12,8,The Lincoln Lawyer,S1,27190000,5,TV,English,the lincoln lawyer
2022-06-12,9,All American,S4,26690000,2,TV,English,all american
2022-06-12,10,Surviving Summer,S1,20300000,1,TV,English,surviving summer
2022-06-12,1,Wrong Side of the Tracks,S1,19400000,4,TV,Non-English,wrong side of the tracks
2022-06-12,2,As the Crow Flies,S1,18310000,1,TV,Non-English,as the crow flies
2022-06-12,3,The Perfect Mother,S1,16150000,2,TV,Non-English,the perfect mother
2022-06-12,4,Intimacy,S1,15900000,1,TV,Non-English,intimacy
2022-06-12,5,Our Blues,S1,14910000,7,TV,Non-English,our blues
2022-06-12,6,"Malverde, el santo patrón",S1,12370000,1,TV,Non-English,"malverde, el santo patrón"
2022-06-12,7,Two Summers,S1,12210000,1,TV,Non-English,two summers
2022-06-12,8,My Liberation Notes,S1,10050000,4,TV,Non-English,my liberation notes
2022-06-12,9,"Yo soy Betty, la fea",S1,9680000,26,TV,Non-English,"yo soy betty, la fea"
2022-06-12,10,Who Killed Sara?,S3,9030000,4,TV,Non-English,who killed sara?
2022-06-05,1,Interceptor,S0,35600000,1,Movie,English,interceptor
2022-06-05,2,A Perfect Pairing,S0,14410000,3,Movie,English,a perfect pairing
2022-06-05,3,The Amazing Spider-Man,S0,13500000,1,Movie,English,the amazing spider-man
2022-06-05,4,Senior Year,S0,13260000,4,Movie,English,senior year
2022-06-05,5,Memoirs of a Geisha,S0,10200000,1,Movie,English,memoirs of a geisha
2022-06-05,6,The Outpost,S0,10120000,1,Movie,English,the outpost
2022-06-05,7,Disappearance at Clifton Hill,S0,8670000,1,Movie,English,disappearance at clifton hill
2022-06-05,8,Sonic the Hedgehog,S0,6500000,6,Movie,English,sonic the hedgehog
2022-06-05,9,Jack Reacher,S0,5370000,1,Movie,English,jack reacher
2022-06-05,10,Jackass 4.5,S0,4820000,3,Movie,English,jackass 4.5
2022-06-05,1,RRR (Hindi),S0,13940000,3,Movie,Non-English,rrr (hindi)
2022-06-05,2,Toscana,S0,5540000,3,Movie,Non-English,toscana
2022-06-05,3,F*ck Love Too,S0,4780000,3,Movie,Non-English,f*ck love too
2022-06-05,4,The Takedown,S0,3670000,5,Movie,Non-English,the takedown
2022-06-05,5,The Perfect Family,S0,3040000,4,Movie,Non-English,the perfect family
2022-06-05,6,Gangubai Kathiawadi,S0,2840000,6,Movie,Non-English,gangubai kathiawadi
2022-06-05,7,Luccas Neto em: O Plano dos Vilões,S0,2490000,1,Movie,Non-English,luccas neto em: o plano dos vilões
2022-06-05,8,Jana Gana Mana,S0,2230000,1,Movie,Non-English,jana gana mana
2022-06-05,9,Jersey,S0,2110000,3,Movie,Non-English,jersey
2022-06-05,10,4 Kings,S0,1920000,1,Movie,Non-English,4 kings
2022-06-05,1,Stranger Things,S4,335010000,2,TV,English,stranger things
2022-06-05,2,Stranger Things,S1,75080000,3,TV,English,stranger things
2022-06-05,3,Stranger Things,S2,58270000,2,TV,English,stranger things
2022-06-05,4,Stranger Things,S3,47420000,2,TV,English,stranger things
2022-06-05,5,The Lincoln Lawyer,S1,42530000,4,TV,English,the lincoln lawyer
2022-06-05,6,All American,S4,30640000,1,TV,English,all american
2022-06-05,7,Ozark,S4,16770000,13,TV,English,ozark
2022-06-05,8,The Boss Baby: Back in the Crib,S1,10530000,3,TV,English,the boss baby: back in the crib
2022-06-05,9,Bridgerton,S2,9990000,11,TV,English,bridgerton
2022-06-05,10,The Blacklist,S8,8710000,1,TV,English,the blacklist
2022-06-05,1,Wrong Side of the Tracks,S1,37160000,3,TV,Non-English,wrong side of the tracks
2022-06-05,2,Who Killed Sara?,S3,15570000,3,TV,Non-English,who killed sara?
2022-06-05,3,My Liberation Notes,S1,14240000,3,TV,Non-English,my liberation notes
2022-06-05,4,Our Blues,S1,12910000,6,TV,Non-English,our blues
2022-06-05,5,The Perfect Mother,S1,12090000,1,TV,Non-English,the perfect mother
2022-06-05,6,The Marked Heart,S1,9870000,7,TV,Non-English,the marked heart
2022-06-05,7,"Yo soy Betty, la fea",S1,9400000,25,TV,Non-English,"yo soy betty, la fea"
2022-06-05,8,Welcome to Eden,S1,9030000,5,TV,Non-English,welcome to eden
2022-06-05,9,SHAMAN KING,S1,8770000,2,TV,Non-English,shaman king
2022-06-05,10,Business Proposal,S1,8270000,13,TV,Non-English,business proposal
2022-05-29,1,A Perfect Pairing,S0,32630000,2,Movie,English,a perfect pairing
2022-05-29,2,Senior Year,S0,24560000,3,Movie,English,senior year
2022-05-29,3,Jackass 4.5,S0,18540000,2,Movie,English,jackass 4.5
2022-05-29,4,Dangerous,S0,11740000,2,Movie,English,dangerous
2022-05-29,5,Sonic the Hedgehog,S0,8910000,5,Movie,English,sonic the hedgehog
2022-05-29,6,Top Gun,S0,6440000,1,Movie,English,top gun
2022-05-29,7,Cleveland Abduction,S0,6360000,1,Movie,English,cleveland abduction
2022-05-29,8,Turbo,S0,5310000,1,Movie,English,turbo
2022-05-29,9,Our Father,S0,5150000,3,Movie,English,our father
2022-05-29,10,Ben Is Back,S0,4610000,1,Movie,English,ben is back
2022-05-29,1,RRR (Hindi),S0,18360000,2,Movie,Non-English,rrr (hindi)
2022-05-29,2,F*ck Love Too,S0,15600000,2,Movie,Non-English,f*ck love too
2022-05-29,3,Toscana,S0,14000000,2,Movie,Non-English,toscana
2022-05-29,4,The Takedown,S0,6090000,4,Movie,Non-English,the takedown
2022-05-29,5,Jersey,S0,5490000,2,Movie,Non-English,jersey
2022-05-29,6,The Perfect Family,S0,4840000,3,Movie,Non-English,the perfect family
2022-05-29,7,Gangubai Kathiawadi,S0,4840000,5,Movie,Non-English,gangubai kathiawadi
2022-05-29,8,Godspeed,S0,4640000,1,Movie,Non-English,godspeed
2022-05-29,9,Larva Pendant,S0,3090000,1,Movie,Non-English,larva pendant
2022-05-29,10,Toolsidas Junior,S0,2960000,1,Movie,Non-English,toolsidas junior
2022-05-29,1,Stranger Things,S4,286790000,1,TV,English,stranger things
2022-05-29,2,The Lincoln Lawyer,S1,64820000,3,TV,English,the lincoln lawyer
2022-05-29,3,Stranger Things,S1,38050000,2,TV,English,stranger things
2022-05-29,4,Stranger Things,S3,24290000,1,TV,English,stranger things
2022-05-29,5,Stranger Things,S2,22210000,1,TV,English,stranger things
2022-05-29,6,Ozark,S4,21910000,12,TV,English,ozark
2022-05-29,7,The Boss Baby: Back in the Crib,S1,19890000,2,TV,English,the boss baby: back in the crib
2022-05-29,8,"Love, Death & Robots",S3,15390000,2,TV,English,"love, death & robots"
2022-05-29,9,Bridgerton,S2,11340000,10,TV,English,bridgerton
2022-05-29,10,The Circle,S4,10260000,3,TV,English,the circle
2022-05-29,1,Wrong Side of the Tracks,S1,61620000,2,TV,Non-English,wrong side of the tracks
2022-05-29,2,Who Killed Sara?,S3,31840000,2,TV,Non-English,who killed sara?
2022-05-29,3,Who Killed Sara?,S1,14600000,2,TV,Non-English,who killed sara?
2022-05-29,4,Welcome to Eden,S1,14340000,4,TV,Non-English,welcome to eden
2022-05-29,5,My Liberation Notes,S1,13130000,2,TV,Non-English,my liberation notes
2022-05-29,6,The Marked Heart,S1,12880000,6,TV,Non-English,the marked heart
2022-05-29,7,Our Blues,S1,12720000,5,TV,Non-English,our blues
2022-05-29,8,Who Killed Sara?,S2,11770000,1,TV,Non-English,who killed sara?
2022-05-29,9,Tomorrow,S1,11120000,3,TV,Non-English,tomorrow
2022-05-29,10,Business Proposal,S1,9990000,12,TV,Non-English,business proposal
2022-05-22,1,Senior Year,S0,62420000,2,Movie,English,senior year
2022-05-22,2,A Perfect Pairing,S0,33000000,1,Movie,English,a perfect pairing
2022-05-22,3,Dangerous,S0,18060000,1,Movie,English,dangerous
2022-05-22,4,Sonic the Hedgehog,S0,15990000,4,Movie,English,sonic the hedgehog
2022-05-22,5,Our Father,S0,13580000,2,Movie,English,our father
2022-05-22,6,Jackass 4.5,S0,12080000,1,Movie,English,jackass 4.5
2022-05-22,7,Marmaduke,S0,7480000,3,Movie,English,marmaduke
2022-05-22,8,Operation Mincemeat,S0,6720000,2,Movie,English,operation mincemeat
2022-05-22,9,365 Days: This Day,S0,6110000,4,Movie,English,365 days: this day
2022-05-22,10,Borrego,S0,6080000,1,Movie,English,borrego
2022-05-22,1,Toscana,S0,14830000,1,Movie,Non-English,toscana
2022-05-22,2,The Perfect Family,S0,14400000,2,Movie,Non-English,the perfect family
2022-05-22,3,The Takedown,S0,10820000,3,Movie,Non-English,the takedown
2022-05-22,4,Gangubai Kathiawadi,S0,8800000,4,Movie,Non-English,gangubai kathiawadi
2022-05-22,5,F*ck Love Too,S0,8380000,1,Movie,Non-English,f*ck love too
2022-05-22,6,RRR (Hindi),S0,7180000,1,Movie,Non-English,rrr (hindi)
2022-05-22,7,Jersey,S0,4470000,1,Movie,Non-English,jersey
2022-05-22,8,Cyber Hell: Exposing an Internet Horror,S0,3430000,1,Movie,Non-English,cyber hell: exposing an internet horror
2022-05-22,9,Honeymoon with My Mother,S0,3000000,4,Movie,Non-English,honeymoon with my mother
2022-05-22,10,Raw (Hindi),S0,2580000,2,Movie,Non-English,raw (hindi)
2022-05-22,1,The Lincoln Lawyer,S1,108090000,2,TV,English,the lincoln lawyer
2022-05-22,2,Ozark,S4,31400000,11,TV,English,ozark
2022-05-22,3,The Boss Baby: Back in the Crib,S1,16520000,1,TV,English,the boss baby: back in the crib
2022-05-22,4,The Circle,S4,15440000,2,TV,English,the circle
2022-05-22,5,Bling Empire,S2,15230000,2,TV,English,bling empire
2022-05-22,6,"Love, Death & Robots",S3,14420000,1,TV,English,"love, death & robots"
2022-05-22,7,Bridgerton,S2,13660000,9,TV,English,bridgerton
2022-05-22,8,Workin' Moms,S6,12740000,2,TV,English,workin' moms
2022-05-22,9,Savage Beauty,S1,11390000,2,TV,English,savage beauty
2022-05-22,10,Stranger Things,S1,9490000,1,TV,English,stranger things
2022-05-22,1,Who Killed Sara?,S3,46590000,1,TV,Non-English,who killed sara?
2022-05-22,2,Welcome to Eden,S1,28660000,3,TV,Non-English,welcome to eden
2022-05-22,3,Wrong Side of the Tracks,S1,20200000,1,TV,Non-English,wrong side of the tracks
2022-05-22,4,The Marked Heart,S1,19220000,5,TV,Non-English,the marked heart
2022-05-22,5,Who Killed Sara?,S1,14210000,1,TV,Non-English,who killed sara?
2022-05-22,6,Business Proposal,S1,13220000,11,TV,Non-English,business proposal
2022-05-22,7,Tomorrow,S1,11990000,2,TV,Non-English,tomorrow
2022-05-22,8,Our Blues,S1,10850000,4,TV,Non-English,our blues
2022-05-22,9,My Liberation Notes,S1,9850000,1,TV,Non-English,my liberation notes
2022-05-22,10,"Yo soy Betty, la fea",S1,9650000,24,TV,Non-English,"yo soy betty, la fea"
2022-05-15,1,Senior Year,S0,55940000,1,Movie,English,senior year
2022-05-15,2,Our Father,S0,23870000,1,Movie,English,our father
2022-05-15,3,Marmaduke,S0,15030000,2,Movie,English,marmaduke
2022-05-15,4,Along for the Ride,S0,13310000,2,Movie,English,along for the ride
2022-05-15,5,Operation Mincemeat,S0,12620000,1,Movie,English,operation mincemeat
2022-05-15,6,Sonic the Hedgehog,S0,12290000,3,Movie,English,sonic the hedgehog
2022-05-15,7,365 Days: This Day,S0,10580000,3,Movie,English,365 days: this day
2022-05-15,8,U.S. Marshals,S0,5520000,2,Movie,English,u.s. marshals
2022-05-15,9,Den of Thieves,S0,5420000,1,Movie,English,den of thieves
2022-05-15,10,Men in Black: International,S0,4650000,2,Movie,English,men in black: international
2022-05-15,1,The Takedown,S0,32370000,2,Movie,Non-English,the takedown
2022-05-15,2,The Perfect Family,S0,21590000,1,Movie,Non-English,the perfect family
2022-05-15,3,Gangubai Kathiawadi,S0,12190000,3,Movie,Non-English,gangubai kathiawadi
2022-05-15,4,Honeymoon with My Mother,S0,6450000,3,Movie,Non-English,honeymoon with my mother
2022-05-15,5,Raw (Hindi),S0,4790000,1,Movie,Non-English,raw (hindi)
2022-05-15,6,Thar,S0,4270000,2,Movie,Non-English,thar
2022-05-15,7,Beast,S0,4050000,1,Movie,Non-English,beast
2022-05-15,8,The Getaway King,S0,3240000,1,Movie,Non-English,the getaway king
2022-05-15,9,40 Years Young,S0,2840000,2,Movie,Non-English,40 years young
2022-05-15,10,Radhe Shyam (Hindi),S0,1900000,2,Movie,Non-English,radhe shyam (hindi)
2022-05-15,1,Ozark,S4,48620000,10,TV,English,ozark
2022-05-15,2,The Lincoln Lawyer,S1,45090000,1,TV,English,the lincoln lawyer
2022-05-15,3,Workin' Moms,S6,19190000,1,TV,English,workin' moms
2022-05-15,4,Bridgerton,S2,16020000,8,TV,English,bridgerton
2022-05-15,5,The Circle,S4,14120000,1,TV,English,the circle
2022-05-15,6,Grace and Frankie,S7,12260000,3,TV,English,grace and frankie
2022-05-15,7,Selling Sunset,S5,10860000,4,TV,English,selling sunset
2022-05-15,8,Bling Empire,S2,10750000,1,TV,English,bling empire
2022-05-15,9,Savage Beauty,S1,10630000,1,TV,English,savage beauty
2022-05-15,10,Anatomy of a Scandal,S1,9670000,5,TV,English,anatomy of a scandal
2022-05-15,1,Welcome to Eden,S1,62490000,2,TV,Non-English,welcome to eden
2022-05-15,2,The Marked Heart,S1,28930000,4,TV,Non-English,the marked heart
2022-05-15,3,Business Proposal,S1,20160000,10,TV,Non-English,business proposal
2022-05-15,4,The Sound of Magic,S1,16930000,2,TV,Non-English,the sound of magic
2022-05-15,5,Clark,S1,10480000,1,TV,Non-English,clark
2022-05-15,6,Our Blues,S1,10050000,3,TV,Non-English,our blues
2022-05-15,7,42 Days of Darkness,S42,9920000,1,TV,Non-English,42 days of darkness
2022-05-15,8,Pedro el escamoso,S1,9820000,4,TV,Non-English,pedro el escamoso
2022-05-15,9,Tomorrow,S1,9690000,1,TV,Non-English,tomorrow
2022-05-15,10,"Yo soy Betty, la fea",S1,9440000,23,TV,Non-English,"yo soy betty, la fea"
2022-05-08,1,365 Days: This Day,S0,27530000,2,Movie,English,365 days: this day
2022-05-08,2,Sonic the Hedgehog,S0,17150000,2,Movie,English,sonic the hedgehog
2022-05-08,3,Silverton Siege,S0,11150000,2,Movie,English,silverton siege
2022-05-08,4,Along for the Ride,S0,10840000,1,Movie,English,along for the ride
2022-05-08,5,The Gentlemen,S0,8610000,1,Movie,English,the gentlemen
2022-05-08,6,U.S. Marshals,S0,8080000,1,Movie,English,u.s. marshals
2022-05-08,7,The Mystery of Marilyn Monroe: The Unheard Tapes,S0,7590000,2,Movie,English,the mystery of marilyn monroe: the unheard tapes
2022-05-08,8,Men in Black: International,S0,7370000,1,Movie,English,men in black: international
2022-05-08,9,Marmaduke,S0,7010000,1,Movie,English,marmaduke
2022-05-08,10,365 Days,S0,6290000,2,Movie,English,365 days
2022-05-08,1,The Takedown,S0,27090000,1,Movie,Non-English,the takedown
2022-05-08,2,Honeymoon with My Mother,S0,23240000,2,Movie,Non-English,honeymoon with my mother
2022-05-08,3,Gangubai Kathiawadi,S0,8320000,2,Movie,Non-English,gangubai kathiawadi
2022-05-08,4,40 Years Young,S0,6960000,1,Movie,Non-English,40 years young
2022-05-08,5,Rumspringa - An Amish in Berlin,S0,6170000,1,Movie,Non-English,rumspringa - an amish in berlin
2022-05-08,6,Bubble,S0,4380000,2,Movie,Non-English,bubble
2022-05-08,7,Radhe Shyam (Hindi),S0,3650000,1,Movie,Non-English,radhe shyam (hindi)
2022-05-08,8,I Swear It Wasn't Me,S0,3650000,2,Movie,Non-English,i swear it wasn't me
2022-05-08,9,Thar,S0,3610000,1,Movie,Non-English,thar
2022-05-08,10,Brother in Love 2,S0,2050000,1,Movie,Non-English,brother in love 2
2022-05-08,1,Ozark,S4,102120000,9,TV,English,ozark
2022-05-08,2,Grace and Frankie,S7,23180000,2,TV,English,grace and frankie
2022-05-08,3,Bridgerton,S2,21240000,7,TV,English,bridgerton
2022-05-08,4,Selling Sunset,S5,17410000,3,TV,English,selling sunset
2022-05-08,5,Anatomy of a Scandal,S1,15340000,4,TV,English,anatomy of a scandal
2022-05-08,6,Heartstopper,S1,14970000,3,TV,English,heartstopper
2022-05-08,7,Ozark,S1,13640000,4,TV,English,ozark
2022-05-08,8,Bullsh*t The Gameshow,S1,11850000,1,TV,English,bullsh*t the gameshow
2022-05-08,9,Blood Sisters,S1,11070000,1,TV,English,blood sisters
2022-05-08,10,Meltdown: Three Mile Island,S1,10850000,1,TV,English,meltdown: three mile island
2022-05-08,1,The Marked Heart,S1,48550000,3,TV,Non-English,the marked heart
2022-05-08,2,Welcome to Eden,S1,25820000,1,TV,Non-English,welcome to eden
2022-05-08,3,Business Proposal,S1,19100000,9,TV,Non-English,business proposal
2022-05-08,4,El marginal,S5,13260000,1,TV,Non-English,el marginal
2022-05-08,5,The 7 Lives of Lea,S7,12280000,2,TV,Non-English,the 7 lives of lea
2022-05-08,6,Our Blues,S1,10370000,2,TV,Non-English,our blues
2022-05-08,7,Pedro el escamoso,S1,10080000,3,TV,Non-English,pedro el escamoso
2022-05-08,8,The Sound of Magic,S1,9640000,1,TV,Non-English,the sound of magic
2022-05-08,9,"Yo soy Betty, la fea",S1,9530000,22,TV,Non-English,"yo soy betty, la fea"
2022-05-08,10,Elite,S5,9490000,5,TV,Non-English,elite
2022-05-01,1,365 Days: This Day,S0,77980000,1,Movie,English,365 days: this day
2022-05-01,2,Silverton Siege,S0,20280000,1,Movie,English,silverton siege
2022-05-01,3,The Mystery of Marilyn Monroe: The Unheard Tapes,S0,15360000,1,Movie,English,the mystery of marilyn monroe: the unheard tapes
2022-05-01,4,365 Days,S0,10040000,1,Movie,English,365 days
2022-05-01,5,The Vault,S0,6660000,3,Movie,English,the vault
2022-05-01,6,How It Ends,S0,6640000,4,Movie,English,how it ends
2022-05-01,7,The In Between,S0,6050000,4,Movie,English,the in between
2022-05-01,8,The Adam Project,S0,5660000,8,Movie,English,the adam project
2022-05-01,9,Sonic the Hedgehog,S0,4920000,1,Movie,English,sonic the hedgehog
2022-05-01,10,Shrek,S0,4540000,7,Movie,English,shrek
2022-05-01,1,Gangubai Kathiawadi,S0,13810000,1,Movie,Non-English,gangubai kathiawadi
2022-05-01,2,Honeymoon with My Mother,S0,10630000,1,Movie,Non-English,honeymoon with my mother
2022-05-01,3,Bubble,S0,4450000,1,Movie,Non-English,bubble
2022-05-01,4,The Turning Point,S0,3060000,2,Movie,Non-English,the turning point
2022-05-01,5,Furioza,S0,2620000,4,Movie,Non-English,furioza
2022-05-01,6,Yaksha: Ruthless Operations,S0,2520000,4,Movie,Non-English,yaksha: ruthless operations
2022-05-01,7,The Taming of the Shrewd,S0,2400000,3,Movie,Non-English,the taming of the shrewd
2022-05-01,8,Through My Window,S0,1990000,12,Movie,Non-English,through my window
2022-05-01,9,I Swear It Wasn't Me,S0,1620000,1,Movie,Non-English,i swear it wasn't me
2022-05-01,10,A Hard Day,S0,1260000,1,Movie,Non-English,a hard day
2022-05-01,1,Ozark,S4,78400000,8,TV,English,ozark
2022-05-01,2,Selling Sunset,S5,34310000,2,TV,English,selling sunset
2022-05-01,3,Anatomy of a Scandal,S1,30170000,3,TV,English,anatomy of a scandal
2022-05-01,4,Bridgerton,S2,29740000,6,TV,English,bridgerton
2022-05-01,5,Heartstopper,S1,23940000,2,TV,English,heartstopper
2022-05-01,6,Conversations with a Killer: The John Wayne Gacy Tapes,S1,20910000,2,TV,English,conversations with a killer: the john wayne gacy tapes
2022-05-01,7,Grace and Frankie,S7,15470000,1,TV,English,grace and frankie
2022-05-01,8,The Ultimatum: Marry or Move On,S1,13140000,4,TV,English,the ultimatum: marry or move on
2022-05-01,9,Bridgerton,S1,12130000,6,TV,English,bridgerton
2022-05-01,10,The Creature Cases,S1,11760000,2,TV,English,the creature cases
2022-05-01,1,The Marked Heart,S1,85260000,2,TV,Non-English,the marked heart
2022-05-01,2,Hold Tight,S1,25120000,2,TV,Non-English,hold tight
2022-05-01,3,Business Proposal,S1,19500000,8,TV,Non-English,business proposal
2022-05-01,4,Elite,S5,14890000,4,TV,Non-English,elite
2022-05-01,5,Yakamoz S-245,S245,13000000,2,TV,Non-English,yakamoz s-245
2022-05-01,6,The 7 Lives of Lea,S7,11230000,1,TV,Non-English,the 7 lives of lea
2022-05-01,7,Pedro el escamoso,S1,10460000,2,TV,Non-English,pedro el escamoso
2022-05-01,8,"Yo soy Betty, la fea",S1,9800000,21,TV,Non-English,"yo soy betty, la fea"
2022-05-01,9,Twenty Five Twenty One,S1,9580000,10,TV,Non-English,twenty five twenty one
2022-05-01,10,Our Blues,S1,9090000,1,TV,Non-English,our blues
2022-04-24,1,Choose or Die,S0,15260000,2,Movie,English,choose or die
2022-04-24,2,The In Between,S0,13350000,3,Movie,English,the in between
2022-04-24,3,White Hot: The Rise & Fall of Abercrombie & Fitch,S0,9920000,1,Movie,English,white hot: the rise & fall of abercrombie & fitch
2022-04-24,4,How It Ends,S0,8280000,3,Movie,English,how it ends
